[2024-06-26T10:38:47.928] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:08:47.928Z","Ip":"::1","Request_Url":"/InviteManagements/SellerSendInvite","Request_Body":{"InviteCategory":"Buyer","Seller":"667a582d0fab2d7b7da2955a","InviteType":"Existing","Mobile":"9074662332","BuyerCreditLimit":"80.0","BuyerPaymentCycle":"2","BuyerPaymentType":"Cheque","Business":"667a58610fab2d7b7da2955c","ContactName":"surya","Buyer":"667a590f0fab2d7b7da2955e","BuyerBusiness":"667a5a3f0fab2d7b7da29566"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T10:40:34.869] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:10:34.869Z","Ip":"::1","Request_Url":"/InviteManagements/SellerSendInvite","Request_Body":{"InviteCategory":"Buyer","Seller":"667a582d0fab2d7b7da2955a","InviteType":"Existing","Mobile":"9074662332","BuyerCreditLimit":"80.0","BuyerPaymentCycle":"2","BuyerPaymentType":"Cheque","Business":"667a58610fab2d7b7da2955c","ContactName":"surya","Buyer":"667a590f0fab2d7b7da2955e","BuyerBusiness":"667a5a3f0fab2d7b7da29566"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:21:51.587] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:51:51.586Z","Ip":"::1","Request_Url":"/InviteManagements/Invite_Reject","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a","InviteId":"667ba6d70fab2d7b7da2967d"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:22:41.497] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:52:41.497Z","Ip":"::1","Request_Url":"/InviteManagements/Invite_Reject","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a","InviteId":"667ba6d70fab2d7b7da2967d"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:24:25.882] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:54:25.882Z","Ip":"::1","Request_Url":"/InviteManagements/Invite_Reject","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a","InviteId":"667ba6d70fab2d7b7da2967d"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:26:17.289] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:56:17.289Z","Ip":"::1","Request_Url":"/InviteManagements/Invite_Reject","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a","InviteId":"667ba6d70fab2d7b7da2967d"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:29:25.545] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:59:25.544Z","Ip":"::1","Request_Url":"/InviteManagements/Invite_Reject","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a","InviteId":"667ba6d70fab2d7b7da2967d"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:33:43.253] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:03:43.253Z","Ip":"::1","Request_Url":"/InviteManagements/Invite_Reject","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a","InviteId":"667ba6d70fab2d7b7da2967d"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:13:48.157] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:43:48.157Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/BuyerAgainstBusinessList","Request_Body":{"CustomerType":"Owner","CustomerCategory":"Seller","Business":"667a58610fab2d7b7da2955c","Buyer":"667a590f0fab2d7b7da2955e"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:13:57.396] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:43:57.396Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InvoiceManagement/CheckInvoiceNumberDuplicate","Request_Body":{"Business":"667a58610fab2d7b7da2955c","BuyerBusiness":"667a5a3f0fab2d7b7da29566","InvoiceNumber":"HA","Seller":"667a582d0fab2d7b7da2955a"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:13:58.574] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:43:58.574Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InvoiceManagement/InvoiceCreate","Request_Body":[{"Business":"667a58610fab2d7b7da2955c","BusinessName":"dress shop","Buyer":"667a590f0fab2d7b7da2955e","BuyerName":"surya","BuyerBusiness":"667a5a3f0fab2d7b7da29566","BuyerBusinessName":"dress shop","CurrentCreditAmount":"5000","InvoiceAmount":"1000","InvoiceAttachments":[],"InvoiceDate":"26-06-2024","InvoiceDescription":"","InvoiceNumber":"HA","Seller":"667a582d0fab2d7b7da2955a","TemporaryCreditAmount":"0"}],"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:13:59.515] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:43:59.515Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InvoiceManagement/CompleteInvoiceList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":"","StatusType":""},"InvoiceType":"","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:13:59.658] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:43:59.658Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/MyBusinessListMobile?Customer=667a582d0fab2d7b7da2955a&CustomerCategory=Seller","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:00.927] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:00.927Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/CustomerDetails","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:00.932] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:00.932Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/CustomerDashBoard","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:04.454] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:04.454Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CommonManagement/LogOut","Request_Body":{"Mobile":"7376634306"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:04.705] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:04.705Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:04.708] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:04.708Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:04.847] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:04.847Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:04.849] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:04.849Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:13.399] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:13.398Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CommonManagement/GenerateOTP","Request_Body":{"Mobile":"9074662332"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:14.115] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:14.115Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CommonManagement/VerifyOTP","Request_Body":{"Mobile":"9074662332","OTP":"714217","Device_Id":"","Device_Type":""},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:17.872] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:17.870Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:17.877] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:17.877Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/CustomerDetails","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:17.882] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:17.882Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/CustomerDashBoard","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:17.887] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:17.887Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/CustomerDashBoard","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:17.949] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:17.949Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:19.216] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:19.216Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InvoiceManagement/CompleteInvoiceList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":"","StatusType":"All"},"InvoiceType":"Accept","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:19.220] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:19.220Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/MyBusinessListMobile?Customer=667a590f0fab2d7b7da2955e&CustomerCategory=Buyer","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:19.224] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:19.224Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/MyBusinessListMobile?Customer=667a590f0fab2d7b7da2955e&CustomerCategory=Buyer","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:20.444] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:20.443Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InvoiceManagement/CompleteInvoiceList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":"","StatusType":""},"InvoiceType":"Pending","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:22.759] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:22.759Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InvoiceManagement/BuyerInvoice_Accept","Request_Body":{"InvoiceId":[{"id":"667bb8ae4598231c149fc991"}],"Buyer":"667a590f0fab2d7b7da2955e","InvoiceStatus":"Accept"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:22.775] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:22.775Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/MyBusinessListMobile?Customer=667a590f0fab2d7b7da2955e&CustomerCategory=Buyer","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:22.966] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:22.966Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InvoiceManagement/CompleteInvoiceList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":"","StatusType":""},"InvoiceType":"Pending","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:24.417] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:24.417Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InvoiceManagement/CompleteInvoiceList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":"","StatusType":""},"InvoiceType":"","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:24.423] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:24.422Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InvoiceManagement/CompleteInvoiceList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":"","StatusType":""},"InvoiceType":"Pending","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:25.056] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:25.056Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InvoiceManagement/CompleteInvoiceList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":"","StatusType":""},"InvoiceType":"Accept","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:25.061] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:25.061Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InvoiceManagement/CompleteInvoiceList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":"","StatusType":""},"InvoiceType":"Accept","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:30.886] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:30.886Z","Ip":"::ffff:172.16.1.91","Request_Url":"/PaymentManagement/PaymentCreate","Request_Body":{"Seller":"667a582d0fab2d7b7da2955a","Business":"667a58610fab2d7b7da2955c","Buyer":"667a590f0fab2d7b7da2955e","BuyerBusiness":"667a5a3f0fab2d7b7da29566","Payment_Status":"Pending","InvoiceDetails":[{"InvoiceId":"667bb8ae4598231c149fc991","PaidORUnpaid":"Unpaid","InvoiceNumber":"HA","IfUsedTemporaryCredit":false,"IfUsedPaidTemporaryCredit":false,"InvoiceAmount":1000,"InvoiceDate":"2024-06-26","RemainingAmount":500,"InProgressAmount":"500","CurrentCreditAmount":5000,"UsedCurrentCreditAmount":1000,"PaidCurrentCreditAmount":null,"TemporaryCreditAmount":0,"UsedTemporaryCreditAmount":0,"PaidTemporaryCreditAmount":0}],"PaymentDate":"26-06-2024","PaymentAmount":"500","Remarks":"","PaymentAttachments":[],"PaymentMode":"Cash"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:30.904] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:30.904Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/MyBusinessListMobile?Customer=667a590f0fab2d7b7da2955e&CustomerCategory=Buyer","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:31.057] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:31.057Z","Ip":"::ffff:172.16.1.91","Request_Url":"/PaymentManagement/CompletePaymentList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":""},"PaymentType":"","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:31.232] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:31.232Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InvoiceManagement/CompleteInvoiceList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":"","StatusType":"All"},"InvoiceType":"","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:32.693] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:32.693Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/CustomerDashBoard","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:32.699] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:32.699Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/CustomerDetails","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:34.542] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:34.542Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CommonManagement/LogOut","Request_Body":{"Mobile":"9074662332"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:34.777] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:34.777Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:34.780] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:34.780Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:34.893] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:34.893Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:34.898] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:34.898Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:43.926] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:43.926Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CommonManagement/GenerateOTP","Request_Body":{"Mobile":"7376634306"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:45.545] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:45.545Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CommonManagement/VerifyOTP","Request_Body":{"Mobile":"7376634306","OTP":"179587","Device_Id":"","Device_Type":""},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:48.747] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:48.747Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:48.754] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:48.754Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/CustomerDetails","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:48.759] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:48.758Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/CustomerDashBoard","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:48.764] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:48.764Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:48.819] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:48.819Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:49.752] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:49.752Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/MyBusinessListMobile?Customer=667a582d0fab2d7b7da2955a&CustomerCategory=Seller","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:49.757] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:49.757Z","Ip":"::ffff:172.16.1.91","Request_Url":"/PaymentManagement/CompletePaymentList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":""},"PaymentType":"","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
